 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9,
 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9,
 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9,
 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9,
 9, 9, 9, 9,67,51,52,53,52,53,52,53,52,53,52,53,52,53,52,53,51,51,51,51,51,52,53,52,53,52,53,52,53,51,51,67, 9, 9, 9, 9,
 9, 9, 9, 9,83,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,83, 9, 9, 9, 9,
 9, 9, 9, 9,67,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,51, 9, 9, 9, 9,
 9, 9, 9, 9,83,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,51, 9, 9, 9, 9,
 9, 9, 9, 9,67,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,67, 9, 9, 9, 9,
 9, 9, 9, 9,83,12,14,14,14,13,14,14,13,14,14,14,13,14,14,13,14,14,14,13,14,14,13,14,14,14,15,10,10,10,10,83, 9, 9, 9, 9,
 9, 9, 9, 9,51,52,53,52,53,52,53,52,53,52,53,68,69,51,52,53,52,53,52,53,52,53,52,53,51,68,69,10,10,10,10,67, 9, 9, 9, 9,
 9, 9, 9, 9,68,69,52,53,52,53,52,53,52,53,51,84,85,52,53,52,53,51,68,69,51,52,53,51,67,84,85,10,10,10,10,83, 9, 9, 9, 9,
 9, 9, 9, 9,84,85,51,52,53,68,69,10,10,10,10,10,10,10,10,10,10,10,84,85,51,51,68,69,83,67,51,10,10,10,10,67, 9, 9, 9, 9,
 9, 9, 9, 9,51,10, 7, 7,10,84,85,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,84,85,67,83,67,10,10,10,10,83, 9, 9, 9, 9,
 9, 9, 9, 9,67,10,22,23,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,83,51,83,10,10,10,10,51, 9, 9, 9, 9,
 9, 9, 9, 9,83,10,38,39,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,51,52,53,10,10,10,10,51, 9, 9, 9, 9,
 9, 9, 9, 9,68,69,51,51,51,51,51,100,101,10,10,10,99,100,100,100,101,10,10,10,10,10,10,10,68,69,51,10,10,10,10,51, 9, 9, 9, 9,
 9, 9, 9, 9,84,85,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,84,85,51,10,10,10,10,51, 9, 9, 9, 9,
 9, 9, 9, 9,51,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,51,51,10,10,10,10,67, 9, 9, 9, 9,
 9, 9, 9, 9,67,10,10,10,10,10,10,10,10,99,100,100,101,10,10,10,99,100,100,100,101,10,10,10,10,52,53,10,10,10,10,83, 9, 9, 9, 9,
 9, 9, 9, 9,83,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,51,51,10,10,10,10,67, 9, 9, 9, 9,
 9, 9, 9, 9,67,10,10,10,10,99,100,100,101,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,52,53,10,10,10,10,83, 9, 9, 9, 9,
 9, 9, 9, 9,83,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,68,69,10,10,10,10,67, 9, 9, 9, 9,
 9, 9, 9, 9,51,100,100,100,101,10,10,10,10,10,10,10,10,68,69,51,10,10,10,10,10,10,10,10,10,84,85,10,10,10,10,83, 9, 9, 9, 9,
 9, 9, 9, 9,67,10,10,10,10,10,10,10,10,10,10,10,51,84,85,52,53,10,10,10,10,10,10,10,10,10,10,10,10,10,10,67, 9, 9, 9, 9,
 9, 9, 9, 9,83,10,10,10,10,10,10,10,10,10,10,52,53,52,53,51,68,69,10,10,10,10,10,10,10,10,10,10,10,10,10,83, 9, 9, 9, 9,
 9, 9, 9, 9,52,53,52,53,52,53,52,53,52,53,51,51,52,53,52,53,84,85,52,53,52,53,52,53,52,53,51,52,53,52,53,51, 9, 9, 9, 9,
