 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9,
71,72,70,54,54,70,71,72,70,54,54,70,71,72,70,54,55,56,54,70,54,55,56,54,70,71,72,70,54,55,56,54,70,54,55,56,54,70,71,72,
87,88,86,55,56,86,87,88,86,55,56,86,87,88,86,55,56,55,56,86,55,56,55,56,86,87,88,86,55,56,55,56,86,55,56,55,56,86,87,88,
54,54,10,10,10,10,54,54,10,10,10,10,54,54,10,10,10,10,10,10,10,10,10,10,10,55,56,10,10,10,10,10,10,10,10, 7, 7,10,54,70,
55,56,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,71,72,10,10,10,10,10,10,10,10,23,24,10,70,86,
54,54,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,87,88,10,10,10,10,10,10,10,10,39,40,10,86,54,
55,56,10,10,10,54,55,56,54,55,56,54,55,56,55,56,54,55,56,55,56,54,55,56,54,55,56,10,10,10,10,10,10,10,55,56,55,56,71,72,
54,54,10,10,10,10,10,10,10,10,10,10,71,72,71,72,55,56,55,56,10,10,10,10,55,56,54,10,10,10,10,10,10,10,10,10,10,10,87,88,
71,72,10,10,10,10,10,10,10,10,10,10,87,88,87,88,70,55,56,10,10,10,10,10,10,54,54,10,10,10,10,102,104,10,10,10,10,10,70,54,
87,88,103,103,103,103,103,103,104,10,10,10,55,56,55,56,86,70,54,10,10,10,10,10,10,55,56,10,10,10,10,10,10,10,10,10,10,10,86,70,
54,54,10,10,10,10,10,10,10,10,10,55,56,10,10,55,56,86,70,103,103,103,70,10,10,54,54,10,10,10,10,10,10,10,10,10,10,10,54,86,
71,72,10,10,10,10,10,10,10,10,55,56,10,10,10,10,55,56,86,10,10,10,86,10,10,55,56,103,104,10,10,10,10,10,10,10,10,10,70,54,
87,88,10,10,10,55,56,55,56,55,56,10,10,10,10,10,10,55,56,10,10,10,70,10,10,54,54,10,10,10,10,10,10,10,10,10,10,10,86,54,
54,54,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,54,103,103,103,86,10,10,71,72,10,10,10,10,10,10,71,72,103,103,103,55,56,
55,56,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,54,10,10,87,88,10,10,10,10,102,103,87,88,10,10,10,71,72,
54,54,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,70,10,10,54,54,10,10,10,10,10,10,54,54,10,10,10,87,88,
55,56,10,10,10,10,102,103,103,103,103,104,10,10,10,10,102,103,103,103,103,104,86,10,10,71,72,10,10,10,10,10,10,55,56,103,103,103,55,56,
54,54,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,71,72,10,10,10,10,10,10,87,88,103,104,10,10,10,10,54,54,10,10,10,71,72,
55,56,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,87,88,10,10,10,10,10,10,54,54,10,10,10,10,10,10,55,56,10,10,10,87,88,
54,54,10,10,10,10,102,104,10,10,10,10,10,10,10,10,10,54,54,10,10,10,10,10,10,55,56,10,10,10,10,10,10,54,54,103,103,103,55,56,
71,72,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,55,56,10,10,10,10,10,10,54,54,10,10,10,10,102,103,55,56,10,10,10,71,72,
87,88,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,54,54,10,10,10,10,10,10,55,56,10,10,10,10,10,10,54,54,10,10,10,87,88,
54,54,41,10,10,10,10,10,10,10,10,10,102,103,104,10,10,55,56,10,10,10,10,102,103,54,54,10,10,10,10,10,10,55,56,103,103,103,55,56,
71,72,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,54,54,10,10,10,10,10,10,55,56,103,104,10,10,10,10,54,54,10,10,10,71,72,
87,88,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,55,56,10,10,10,10,10,10,71,72,10,10,10,10,10,10,71,72,10,10,10,87,88,
54,55,56,55,56,70,10,10,10,10,10,10,70,55,56,10,10,54,70,103,104,10,10,10,10,87,88,10,10,10,10,10,10,87,88,103,103,103,55,56,
55,56,71,72,70,86,10,10,10,10,10,10,86,71,72,10,10,70,86,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,54,70,
54,54,87,88,86,54, 6, 6, 6, 6, 6, 6,70,87,88, 6, 6,86,54,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,54,86,
71,72,70,54,55,56,55,56,55,56,55,56,86,71,72,55,56,71,72,55,56,55,56,54,55,56,55,56,54,54,55,56,54,55,56,55,56,54,71,72,
87,88,86,55,56,54,54,55,56,55,56,55,56,87,88,54,54,87,88,54,55,56,54,54,54,55,56,55,56,55,56,54,55,56,55,56,54,54,87,88,
 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9,
 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9,
