 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9,
54,55,56,55,56,55,56,55,56,55,56,55,56,71,72,54,55,56,55,56,55,56,55,56,71,72,54,55,56,55,56,54,71,72,54,55,56,54,71,72,
71,72,54,54,55,56,55,56,55,56,54,54,54,87,88,54,54,55,56,55,56,55,56,54,87,88,55,56,55,56,55,56,87,88,55,56,55,56,87,88,
87,88,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10, 7, 7,10,70,54,
70,54,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,22,24,10,86,70,
86,70,98,10,10,10,10,10,10,10,10,96,97,55,56,10,10,10,10,10,54,55,56,54,97,97,97,97,97,97,97,97,55,56,10,38,40,10,54,86,
70,86,10,10,10,10,10,10,10,10,10,10,10,70,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,55,56,55,56,71,72,
86,70,10,10,10,10,10,10,10,10,10,10,10,86,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,87,88,
54,86,10,10,10,10,10,96,98,10,10,10,10,70,10,10,10,10,10,10,10,10,10,10,96,98,10,10,10,10,10,10,10,10,10,10,10,10,54,54,
55,56,10,10,10,10,10,10,10,10,10,96,97,86,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,96,98,10,10,10,10,70,54,
70,54,10,10,10,10,10,10,10,10,10,10,10,54,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,86,70,
86,70,10,10,10,10,10,10,10,10,10,10,10,70,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,70,86,
70,86,10,10,10,10,10,10,10,10,10,96,97,86,10,10,10,10,96,98,10,10,10,10,10,10,96,98,10,10,10,10,10,10,10,10,10,10,86,70,
86,70,10,10,10,10,10,10,10,10,10,10,10,70,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,54,86,
54,86, 6, 6, 6, 6,10,10,10,10,10,10,10,86, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6,55,56,
71,72,54,55,56,55,56,70,55,56,55,56,54,71,72,55,56,55,56,55,56,54,54,54,71,72,54,55,56,70,54,55,56,55,56,54,71,72,54,54,
87,88,55,56,55,56,54,86,54,55,56,55,56,87,88,54,55,56,54,54,55,56,55,56,87,88,55,56,54,86,55,56,55,56,71,72,87,88,55,56,
54,70,10, 7, 7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,70,10,10,10,10,10,10,10,10,87,88,70,71,72,54,
70,86,10,22,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,86,10,10,10,10,10,10,10,10,10,10,86,87,88,70,
86,54,10,38,40,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,70,10,10,10,10,10,10,10,10,10,10,10,54,70,86,
70,55,56,55,56,54,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,86,10,10,10,70,97,98,10,10,10,10,10,10,86,54,
86,70,10,10,10,10,10,96,98,10,10,10,127,127,127,10,10,10,96,98,10,10,10,10,10,54,10,10,10,86,10,10,10,10,10,10,10,10,55,56,
54,86,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,70,10,10,10,54,10,10,10,10,10,10,10,10,54,70,
55,56,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,127,86,10,10,10,71,72,10,10,10,10,10,96,97,70,86,
54,70,10,10,10,10,10,10,10,10,10,10,127,127,127,10,10,10,10,10,10,10,10,10,10,10,10,10,10,87,88,10,10,10,10,10,10,10,86,70,
70,86,10,10,10,10,10,96,98,10,10,10,10,10,10,10,10,10,96,98,10,10,10,10,10,10,10,10,10,55,56,10,10,10,10,10,10,10,70,86,
86,70,98,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,70,71,72,97,98,10,10,10,10,86,70,
70,86,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,86,87,88,10,10,10,10,10,10,54,86,
86,54,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,55,56,54,10,10,10,10,10,10,55,56,
71,72,55,56,12,14,13,14,14,13,14,15,54,70,54,12,14,13,14,14,13,14,15,55,56,71,72,55,56,71,72,70,55,56,55,56,54,71,72,70,
87,88,54,55,56,55,56,55,56,55,56,55,56,86,55,56,55,56,55,56,55,56,55,56,54,87,88,54,54,87,88,86,54,55,56,55,56,87,88,86,
 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9,
